Testing v8 version different from logging version
Statistical profiling result from isolate-0x562c3ce11fc0-52-v8.log, (106201 ticks, 56096 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   8691   97.9%          LazyCompile: ~onPart /app/node_modules/busboy/lib/types/multipart.js:106:32
   8691  100.0%            LazyCompile: *emit events.js:262:44
    183    2.1%          LazyCompile: ~endReadableNT _stream_readable.js:1234:23
    183  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    264    2.9%        LazyCompile: *endReadableNT _stream_readable.js:1234:23
    264  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
   1769    3.2%    LazyCompile: *emit events.js:262:44
   1644   92.9%      LazyCompile: *emit events.js:262:44
   1641   99.8%        LazyCompile: ~Dicer._oninfo /app/node_modules/dicer/lib/Dicer.js:142:35
   1641  100.0%          LazyCompile: ~<anonymous> /app/node_modules/dicer/lib/Dicer.js:126:36
   1500   91.4%            LazyCompile: *emit events.js:262:44
    141    8.6%            LazyCompile: *SBMH._sbmh_feed /app/node_modules/streamsearch/lib/sbmh.js:60:37
     18    1.0%      LazyCompile: ~Busboy.emit /app/node_modules/busboy/lib/main.js:28:33
      7   38.9%        LazyCompile: ~onEnd /app/node_modules/busboy/lib/types/multipart.js:257:25
      7  100.0%          LazyCompile: *emit events.js:262:44
      7  100.0%            LazyCompile: ~onPart /app/node_modules/busboy/lib/types/multipart.js:106:32
      5   27.8%        LazyCompile: *emit events.js:262:44
      4   80.0%          LazyCompile: *emit events.js:262:44
      4  100.0%            LazyCompile: ~Dicer._oninfo /app/node_modules/dicer/lib/Dicer.js:142:35
      3   16.7%        LazyCompile: *afterWrite _stream_writable.js:480:20
      3  100.0%          LazyCompile: *onwrite _stream_writable.js:431:17
      3  100.0%            LazyCompile: ~<anonymous> /app/node_modules/busboy/lib/types/multipart.js:99:35
      2   11.1%        LazyCompile: ~<anonymous> /app/node_modules/busboy/lib/types/multipart.js:50:32
      2  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:69:35
    731    1.3%    LazyCompile: ~structuredStack structured-stack:3:38
    304   41.6%      LazyCompile: *isInsideNodeModules internal/util.js:353:29
    304  100.0%        LazyCompile: ~showFlaggedDeprecation buffer.js:177:32
    280   92.1%          LazyCompile: ~Buffer buffer.js:277:16
    280  100.0%            LazyCompile: ~decodeText /app/node_modules/busboy/lib/utils.js:95:20
     24    7.9%          LazyCompile: *SBMH /app/node_modules/streamsearch/lib/sbmh.js:15:14
     24  100.0%            LazyCompile: ~Dicer.setBoundary /app/node_modules/dicer/lib/Dicer.js:123:39
    282   38.6%      LazyCompile: *Buffer buffer.js:277:16
    195   69.1%        LazyCompile: ~decodeText /app/node_modules/busboy/lib/utils.js:95:20
    107   54.9%          LazyCompile: ~onEnd /app/node_modules/busboy/lib/types/multipart.js:257:25
    105   98.1%            LazyCompile: *emit events.js:262:44
      2    1.9%            LazyCompile: *endReadableNT _stream_readable.js:1234:23
     88   45.1%          LazyCompile: ~<anonymous> /app/node_modules/busboy/lib/types/multipart.js:124:31
     88  100.0%            LazyCompile: *emit events.js:262:44
